AutoNum,playerID,birthyear,yearID,salary,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,SF,SH,HBP,IBB
637,pettian01,1972,2006,16428416,1,HOU,NL,38,62,4,12,3,0,1,5,0,0,1,19,0,0,10,0,0
638,phillan01,1977,2006,333150,1,NYA,AL,110,246,30,59,11,3,7,29,3,2,15,56,9,2,0,0,0
639,piazzmi01,1968,2006,1250000,1,SDN,NL,126,399,39,113,19,1,22,68,0,0,34,66,13,3,0,3,2
640,piedrjo01,1979,2006,335000,1,COL,NL,43,59,4,10,2,0,3,10,1,0,3,22,2,0,0,1,0
641,pierrju01,1977,2006,5750000,1,CHN,NL,162,699,87,204,32,13,3,40,58,20,32,38,6,1,10,8,0
642,pierzaj01,1976,2006,4000000,1,CHA,AL,140,509,65,150,24,0,16,64,1,0,22,72,10,1,3,8,6
643,pineijo01,1978,2006,6800000,1,SEA,AL,40,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
644,podsesc01,1976,2006,2075000,1,CHA,AL,139,524,86,137,27,6,3,45,40,19,54,96,7,4,8,2,1
645,polanpl01,1975,2006,4600000,1,DET,AL,110,461,58,136,18,1,4,52,1,2,17,27,18,2,8,7,0
646,politcl01,1974,2006,1200000,1,CHA,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,ponsosi01,1976,2006,1000000,1,SLN,NL,14,13,1,3,0,0,0,1,0,1,3,6,0,0,5,0,0
648,ponsosi01,1976,2006,1000000,2,NYA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,posadjo01,1971,2006,12000000,1,NYA,AL,143,465,65,129,27,2,23,93,3,0,64,97,10,5,0,11,1
650,prattto02,1967,2006,850000,1,ATL,NL,62,135,14,28,6,0,4,19,1,0,12,43,4,3,1,1,0
651,priorma01,1980,2006,3650000,1,CHN,NL,9,13,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0
652,proctsc01,1977,2006,352675,1,NYA,AL,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,pujolal01,1980,2006,14000000,1,SLN,NL,143,535,119,177,33,1,49,137,7,2,92,50,20,3,0,4,28
654,puntoni01,1977,2006,690000,1,MIN,AL,135,459,73,133,21,7,1,45,17,5,47,68,8,7,10,1,0
655,putzjj01,1977,2006,415000,1,SEA,AL,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,quallch01,1978,2006,376000,1,HOU,NL,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,quinlro01,1977,2006,365000,1,LAA,AL,86,234,28,75,11,1,9,32,2,1,7,28,6,1,0,2,1
658,quirogu01,1981,2006,327500,1,SEA,AL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
659,radkebr01,1972,2006,9000000,1,MIN,AL,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
660,ramirar01,1978,2006,10750000,1,CHN,NL,157,594,93,173,38,4,38,119,2,1,50,63,15,7,0,9,4
661,ramirha01,1983,2006,327000,1,FLO,NL,158,633,119,185,46,11,17,59,51,15,56,128,7,2,5,4,0
662,ramirho01,1979,2006,2200000,1,ATL,NL,14,24,2,3,0,0,0,0,0,0,1,2,0,0,3,0,0
663,ramirma02,1972,2006,18279238,1,BOS,AL,130,449,79,144,27,1,35,102,0,1,100,102,13,8,0,1,16
664,randajo01,1969,2006,4000000,1,PIT,NL,89,206,23,55,13,0,4,28,0,0,16,26,12,3,2,0,2
665,rauchjo01,1978,2006,335000,1,WAS,NL,85,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
666,raych01,1982,2006,335000,1,BAL,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,redmama01,1974,2006,4500000,1,KCA,AL,29,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
668,redmomi01,1971,2006,900000,1,MIN,AL,47,179,20,61,13,0,0,23,0,0,4,18,9,2,1,4,0
669,reeder01,1980,2006,327000,1,FLO,NL,42,41,6,4,0,0,0,0,3,1,2,10,1,0,2,2,1
670,reedje03,1981,2006,375000,1,SEA,AL,67,212,27,46,6,5,6,17,2,3,11,31,5,2,2,2,1
671,reitsch01,1977,2006,2750000,1,ATL,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,remlimi01,1966,2006,700000,1,ATL,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,renteed01,1976,2006,9000000,1,ATL,NL,149,598,100,175,40,2,14,70,17,6,62,89,17,2,8,3,0
674,repkoja01,1980,2006,338000,1,LAN,NL,69,130,21,33,5,1,3,16,10,4,15,24,2,0,2,3,1
675,resopch01,1982,2006,327000,1,FLO,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,reyesjo01,1983,2006,401500,1,NYN,NL,153,647,122,194,30,17,19,81,64,17,53,81,6,0,2,1,6
677,rhodear01,1969,2006,3700000,1,PHI,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,rincoju01,1979,2006,900000,1,MIN,AL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,rincori01,1970,2006,1200000,1,SLN,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,riosal01,1981,2006,354000,1,TOR,AL,128,450,68,136,33,6,17,82,15,6,35,89,10,10,0,3,1
681,riskeda01,1976,2006,1800000,1,BOS,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,riskeda01,1976,2006,1800000,2,CHA,AL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,riverju01,1978,2006,1250000,1,LAA,AL,124,448,65,139,27,0,23,85,0,4,33,59,14,6,0,7,0
684,riverma01,1969,2006,10500000,1,NYA,AL,63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
685,rlealse01,1980,2006,327000,1,BAL,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,roberbr01,1977,2006,3075000,1,BAL,AL,138,563,85,161,34,3,10,55,36,7,55,66,16,5,6,0,4
687,roberda07,1972,2006,2250000,1,SDN,NL,129,499,80,146,18,13,2,44,49,6,51,61,5,5,7,4,2
688,roberna01,1977,2006,402500,1,DET,AL,32,6,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0
689,rodnefe01,1977,2006,385000,1,DET,AL,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,rodrial01,1975,2006,21680727,1,NYA,AL,154,572,113,166,26,1,35,121,15,4,90,139,22,4,0,8,8
691,rodrife01,1972,2006,600000,1,WAS,NL,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,rodrifr03,1982,2006,3775000,1,LAA,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,rodriiv01,1971,2006,10616410,1,DET,AL,136,547,74,164,28,4,13,69,8,3,26,86,16,2,4,1,4
694,rodrijo03,1978,2006,332000,1,SLN,NL,102,183,31,55,12,3,2,19,0,0,21,45,9,4,1,3,1
695,rodrilu01,1980,2006,332000,1,MIN,AL,59,115,11,27,4,0,2,6,0,0,14,16,3,1,2,0,1
696,rodriwa01,1979,2006,327000,1,HOU,NL,30,37,4,3,0,0,0,1,0,0,1,10,0,0,5,0,0
697,rogerke01,1964,2006,8000000,1,DET,AL,34,7,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
698,rolensc01,1975,2006,12456336,1,SLN,NL,142,521,94,154,48,1,22,95,7,4,56,69,10,8,0,9,7
699,rolliji01,1978,2006,5000000,1,PHI,NL,158,689,127,191,45,9,25,83,36,4,57,80,12,7,0,5,2
700,romerjc01,1976,2006,2200000,1,LAA,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,rossco01,1980,2006,327500,1,LAN,NL,8,14,4,7,1,1,2,9,1,0,0,2,0,0,0,0,0
702,rossco01,1980,2006,327500,2,CIN,NL,2,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
703,rossco01,1980,2006,327500,3,FLO,NL,91,250,30,53,11,1,11,37,0,1,22,61,8,2,1,4,0
704,rossda01,1977,2006,500000,1,CIN,NL,90,247,37,63,15,1,21,52,0,0,37,75,4,5,4,3,7
705,rowanaa01,1977,2006,3250000,1,PHI,NL,109,405,59,106,24,3,12,47,10,4,18,76,13,2,2,18,2
706,rupejo01,1982,2006,328000,1,TEX,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,ruschgl01,1974,2006,2750000,1,CHN,NL,25,15,1,3,1,0,0,0,0,0,0,4,0,0,3,0,0
708,ryanbj01,1975,2006,4000000,1,TOR,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,saarlki01,1979,2006,354000,1,OAK,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,sabatcc01,1980,2006,7000000,1,CLE,AL,28,9,0,2,0,0,0,2,0,0,0,5,0,0,0,0,0
711,saenzol01,1970,2006,1000000,1,LAN,NL,103,179,30,53,15,0,11,48,0,0,14,47,4,4,0,7,1
712,salmoti01,1968,2006,400000,1,LAA,AL,76,211,30,56,8,2,9,27,0,2,29,44,8,1,0,3,1
713,sanchdu01,1979,2006,399500,1,NYN,NL,49,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
714,sanchfr01,1977,2006,342000,1,PIT,NL,157,582,85,200,53,2,6,85,3,2,31,52,12,9,3,7,6
715,sandere02,1967,2006,5000000,1,KCA,AL,88,325,45,80,23,1,11,49,7,7,28,86,10,4,0,1,3
716,santaer01,1982,2006,350000,1,LAA,AL,33,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
717,santajo01,1979,2006,8750000,1,MIN,AL,34,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
718,santaju01,1973,2006,800000,1,PHI,NL,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
719,santira01,1979,2006,375000,1,DET,AL,43,80,9,18,1,1,0,3,2,0,1,14,1,0,4,1,0
720,santovi01,1976,2006,500000,1,PIT,NL,25,38,4,6,1,0,0,1,0,0,0,13,1,0,6,0,0
721,sauersc01,1971,2006,1200000,1,CLE,AL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,sauersc01,1971,2006,1200000,2,OAK,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,schilcu01,1966,2006,13000000,1,BOS,AL,31,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
724,schmija01,1973,2006,10500000,1,SFN,NL,32,66,4,9,3,0,1,1,0,0,0,26,1,0,6,0,0
725,schnebr01,1976,2006,2700000,1,WAS,NL,124,410,30,105,18,0,4,55,2,2,38,67,14,3,2,2,10
726,schoesc01,1973,2006,2750000,1,TOR,AL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,schoesc01,1973,2006,2750000,2,CIN,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,schumsk01,1980,2006,329000,1,SLN,NL,28,54,3,10,1,0,1,2,2,1,5,6,1,0,1,0,1
729,scutama01,1975,2006,340000,1,OAK,AL,117,365,52,97,21,6,5,41,5,1,50,66,16,5,3,0,0
730,seaneru01,1968,2006,1900000,1,BOS,AL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,seaneru01,1968,2006,1900000,2,SDN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,seaybo01,1978,2006,375000,1,DET,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,seoja01,1977,2006,350000,1,LAN,NL,19,18,0,2,0,0,0,0,0,0,1,6,1,0,1,0,0
734,seoja01,1977,2006,350000,2,TBA,AL,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735,sexsori01,1974,2006,13000000,1,SEA,AL,158,591,75,156,40,0,34,107,1,1,64,154,17,4,0,4,5
736,shealry01,1979,2006,329000,1,COL,NL,5,9,2,2,2,0,0,1,0,0,0,4,0,0,0,0,0
737,shealry01,1979,2006,329000,2,KCA,AL,51,193,29,54,10,1,7,36,1,1,15,50,5,0,0,2,1
738,sheetbe01,1978,2006,9625000,1,MIL,NL,17,33,1,1,0,0,0,0,0,0,1,13,0,0,3,0,0
739,sheffga01,1968,2006,10756171,1,NYA,AL,39,151,22,45,5,0,6,25,5,1,13,16,6,1,0,1,2
740,sheltch01,1980,2006,365000,1,DET,AL,115,373,50,102,16,4,16,47,1,2,34,107,10,1,0,4,1
741,sherrge01,1977,2006,333000,1,SEA,AL,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,shielsc01,1975,2006,2100000,1,LAA,AL,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,shoppke01,1980,2006,327000,1,CLE,AL,41,110,7,27,6,0,3,16,0,0,8,45,2,0,2,0,0
744,shousbr01,1968,2006,725000,1,TEX,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,shousbr01,1968,2006,725000,2,MIL,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,silvaca01,1979,2006,3200000,1,MIN,AL,36,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747,siscoan01,1983,2006,346500,1,KCA,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,sizemgr01,1982,2006,500000,1,CLE,AL,162,655,134,190,53,11,28,76,22,6,78,153,2,4,1,13,8
749,sledgte01,1977,2006,347000,1,SDN,NL,38,70,7,16,3,0,2,7,0,0,8,17,1,0,0,0,0
750,smallaa01,1971,2006,1200000,1,NYA,AL,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
751,smithja05,1977,2006,335000,1,COL,NL,49,99,9,26,1,0,5,13,3,0,7,29,1,0,0,2,1
752,smoltjo01,1967,2006,11000000,1,ATL,NL,35,64,5,8,3,0,0,4,0,0,4,27,2,0,18,0,0
753,snellch02,1981,2006,328500,1,SEA,AL,36,96,14,24,6,1,3,8,2,1,13,38,0,1,5,4,0
754,snellia01,1981,2006,330000,1,PIT,NL,37,54,2,3,1,0,0,2,0,0,2,28,1,0,9,0,0
755,snowjt01,1968,2006,2000000,1,BOS,AL,38,44,5,9,0,0,0,4,0,0,8,8,1,0,0,1,0
756,snydech02,1981,2006,341000,1,ARI,NL,61,184,19,51,9,0,6,32,0,0,22,39,5,5,1,1,4
757,soriaal01,1976,2006,10000000,1,WAS,NL,159,647,119,179,41,2,46,95,41,17,67,160,3,3,2,9,16
758,soriara01,1979,2006,450000,1,SEA,AL,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,sosajo02,1978,2006,2200000,1,ATL,NL,27,20,4,3,0,0,3,3,0,0,2,8,0,0,6,0,0
760,sosajo02,1978,2006,2200000,2,SLN,NL,19,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
761,speieju01,1973,2006,2250000,1,TOR,AL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,sprinru01,1968,2006,750000,1,HOU,NL,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,spurlch01,1977,2006,725000,1,DET,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,spurlch01,1977,2006,725000,2,MIL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,stairma01,1968,2006,1350000,1,KCA,AL,77,226,31,59,14,0,8,32,0,0,31,52,5,2,0,2,2
766,stairma01,1968,2006,1350000,2,TEX,AL,26,81,6,17,4,0,3,11,0,0,6,22,1,0,0,1,1
767,stairma01,1968,2006,1350000,3,DET,AL,14,41,5,10,3,0,2,8,0,0,3,12,1,0,0,0,0
768,stantmi02,1967,2006,1000000,1,WAS,NL,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,stantmi02,1967,2006,1000000,2,SFN,NL,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,stemlst01,1977,2006,330000,1,KCA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,sternad01,1980,2006,335000,1,BOS,AL,10,20,3,3,1,0,0,4,1,0,0,4,0,0,0,1,0
772,stewash01,1974,2006,6500000,1,MIN,AL,44,174,21,51,5,1,2,21,3,1,14,19,7,1,0,1,0
773,stinnke01,1970,2006,650000,1,NYA,AL,34,79,6,18,3,0,1,9,0,0,5,29,0,0,2,1,1
774,stinnke01,1970,2006,650000,2,NYN,NL,7,12,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
775,streehu01,1983,2006,339625,1,OAK,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,sturtta01,1970,2006,1500000,1,NYA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,sullico01,1979,2006,335000,1,COL,NL,126,386,47,103,26,10,2,30,10,6,32,100,5,5,19,1,3
778,suppaje01,1975,2006,4000000,1,SLN,NL,32,55,4,12,1,0,0,6,0,1,5,11,0,0,9,1,0
779,suzukic01,1973,2006,12500000,1,SEA,AL,161,695,110,224,20,9,9,49,45,2,49,71,2,2,1,5,16
780,sweenbr01,1974,2006,335000,1,SDN,NL,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
781,sweenma01,1969,2006,850000,1,SFN,NL,114,259,32,65,15,2,5,37,0,1,28,50,6,1,0,3,3
782,sweenmi01,1973,2006,11000000,1,KCA,AL,60,217,23,56,15,0,8,33,2,0,28,48,5,3,0,4,5
783,swishni01,1980,2006,335000,1,OAK,AL,157,556,106,141,24,2,35,95,1,2,97,152,13,6,2,11,7
784,tagucso01,1969,2006,825000,1,SLN,NL,134,316,46,84,19,1,2,31,11,3,32,48,9,2,9,2,1
785,tallebr01,1977,2006,327000,1,TOR,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,taschja01,1978,2006,330000,1,SFN,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,tatajo01,1981,2006,327000,1,DET,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,tavarju01,1973,2006,3350000,1,BOS,AL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,taverwi01,1981,2006,400000,1,HOU,NL,149,529,83,147,19,5,1,30,33,9,34,88,6,2,11,11,0
790,teahema01,1981,2006,344500,1,KCA,AL,109,393,70,114,21,7,18,69,10,0,40,85,5,2,2,2,2
791,teixema01,1980,2006,6400000,1,TEX,AL,162,628,99,177,45,1,33,110,2,0,89,128,17,6,0,4,12
792,tejadmi01,1974,2006,11811415,1,BAL,AL,162,648,99,214,37,0,24,100,6,2,46,79,28,6,0,9,10
793,thamema01,1977,2006,342000,1,DET,AL,110,348,61,89,20,2,26,60,1,1,37,92,0,1,0,4,0
794,thomafr04,1968,2006,500000,1,OAK,AL,137,466,77,126,11,0,39,114,0,0,81,81,13,6,0,6,3
795,thomeji01,1970,2006,14166667,1,CHA,AL,143,490,108,141,26,0,42,109,0,0,107,147,4,7,0,6,12
796,thompbr01,1982,2006,334000,1,SLN,NL,43,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
797,thomsjo01,1973,2006,4750000,1,ATL,NL,18,30,1,8,2,0,0,4,0,0,0,10,0,0,2,0,0
798,thornma01,1976,2006,355000,1,CHA,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,timlimi01,1966,2006,3023894,1,BOS,AL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,tomkobr01,1973,2006,3600000,1,LAN,NL,45,25,2,3,0,0,0,0,0,0,1,13,0,0,5,0,0
801,torresa01,1972,2006,1525000,1,PIT,NL,94,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
802,torreyo01,1978,2006,850000,1,COL,NL,65,223,23,55,16,3,7,43,4,3,11,49,7,1,2,4,1
803,towerjo01,1977,2006,2300000,1,TOR,AL,15,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
804,trachst01,1970,2006,2500000,1,NYN,NL,30,50,4,7,1,0,1,2,0,0,4,13,0,0,4,1,0
805,tracych01,1980,2006,381000,1,ARI,NL,154,597,91,168,41,0,20,80,5,1,54,129,11,5,1,5,5
806,treanma01,1976,2006,327000,1,FLO,NL,67,157,12,36,6,1,2,14,0,1,19,34,4,2,2,5,4
807,turnbde01,1978,2006,1000000,1,MIL,NL,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
808,ugglada01,1980,2006,327000,1,FLO,NL,154,611,105,172,26,7,27,90,6,6,48,123,5,8,7,9,1
809,uribeju01,1979,2006,3150000,1,CHA,AL,132,463,53,109,28,2,21,71,1,1,13,82,10,7,9,3,1
810,utleych01,1978,2006,500000,1,PHI,NL,160,658,131,203,40,4,32,102,15,4,63,132,9,4,0,14,1
811,valenja01,1975,2006,1150000,1,CIN,NL,92,186,24,50,6,1,8,27,0,0,13,29,5,2,0,0,3
812,valenjo03,1969,2006,912500,1,NYN,NL,137,384,56,104,24,3,18,62,6,2,37,71,5,6,5,0,5
813,valvejo01,1978,2006,359000,1,ARI,NL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,vargacl01,1978,2006,1275000,1,ARI,NL,31,51,1,5,3,0,0,4,0,0,0,11,3,0,9,0,0
815,vargaja01,1983,2006,327000,1,FLO,NL,12,16,1,5,1,0,0,1,0,0,1,2,0,0,0,0,0
816,varitja01,1972,2006,10000000,1,BOS,AL,103,365,46,87,19,2,12,55,1,2,46,87,10,2,1,2,7
817,vazquja01,1976,2006,12000000,1,CHA,AL,33,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
818,vazqura01,1976,2006,700000,1,CLE,AL,34,67,11,14,2,0,1,8,0,0,6,18,3,2,2,0,0
819,verlaju01,1983,2006,980000,1,DET,AL,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
820,victosh01,1980,2006,330000,1,PHI,NL,153,415,70,119,19,8,6,46,4,3,24,54,5,1,8,14,0
821,vidrojo01,1974,2006,7000000,1,WAS,NL,126,463,52,134,26,1,7,47,1,0,41,48,16,4,0,3,3
822,villaos01,1981,2006,462500,1,ATL,NL,58,7,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0
823,villoro01,1970,2006,2250000,1,NYA,AL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,vizcajo01,1968,2006,1226158,1,SFN,NL,64,119,16,25,3,0,1,5,0,2,16,10,3,0,1,0,3
825,vizcajo01,1968,2006,1226158,2,SLN,NL,16,23,3,8,3,0,1,3,0,0,1,4,2,0,1,0,0
826,vizcalu01,1974,2006,1775000,1,ARI,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,vizquom01,1967,2006,3640084,1,SFN,NL,153,579,88,171,22,10,4,58,24,7,56,51,13,5,13,6,3
828,vogelry01,1977,2006,555000,1,PIT,NL,20,3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0
829,waechdo01,1981,2006,355900,1,TBA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,wagnebi02,1971,2006,10500000,1,NYN,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,wainwad01,1981,2006,327000,1,SLN,NL,61,6,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0
832,wakefti01,1966,2006,4000000,1,BOS,AL,23,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
833,walkeja01,1971,2006,1250000,1,DET,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,walkepe01,1969,2006,650000,1,TOR,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,walketo04,1973,2006,2500000,1,CHN,NL,94,318,38,88,16,1,6,40,0,1,38,27,7,4,1,1,1
836,walketo04,1973,2006,2500000,2,SDN,NL,44,124,18,35,6,1,3,13,2,0,17,11,1,1,0,0,1
837,walkety01,1976,2006,387000,1,SFN,NL,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
838,walkety01,1976,2006,387000,2,TBA,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,wangch01,1980,2006,353175,1,NYA,AL,34,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
840,wardda01,1975,2006,700000,1,WAS,NL,78,104,15,32,9,0,6,19,0,1,14,21,5,3,0,2,1
841,wardda01,1975,2006,700000,2,ATL,NL,20,26,2,8,1,0,1,7,0,0,1,6,0,0,0,0,0
842,washbja01,1974,2006,7450000,1,SEA,AL,31,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
843,watsobr01,1981,2006,327000,1,WAS,NL,9,28,0,5,0,0,0,0,0,2,1,3,0,0,0,0,0
844,watsobr01,1981,2006,327000,2,CIN,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
845,weathda01,1969,2006,1500000,1,CIN,NL,67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
846,weaveje01,1976,2006,8325000,1,LAA,AL,16,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
847,weaveje01,1976,2006,8325000,2,SLN,NL,17,27,1,3,1,0,0,3,0,0,3,12,1,0,5,0,0
848,webbbr01,1979,2006,2500000,1,ARI,NL,33,73,4,11,2,0,0,9,0,0,2,33,1,1,10,0,0
849,weeksri01,1982,2006,1220000,1,MIL,NL,95,359,73,100,15,3,8,34,19,5,30,92,6,3,2,19,1
850,welleto01,1978,2006,347500,1,FLO,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,welleto01,1978,2006,347500,2,KCA,AL,28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
852,wellsda01,1963,2006,4075000,1,BOS,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,wellsda01,1963,2006,4075000,2,SDN,NL,5,5,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0
854,wellski01,1977,2006,4150000,1,PIT,NL,7,11,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0
855,wellski01,1977,2006,4150000,2,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,wellsve01,1978,2006,4470000,1,TOR,AL,154,611,91,185,40,5,32,106,17,4,54,90,13,9,0,3,0
857,westbja01,1977,2006,4250000,1,CLE,AL,32,4,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0
858,wheelda01,1977,2006,930000,1,HOU,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,whiteri01,1968,2006,600000,1,CIN,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,whiteri01,1968,2006,600000,2,PHI,NL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,whitero02,1972,2006,2500000,1,MIN,AL,99,337,32,83,17,1,7,38,1,1,11,54,11,3,0,4,2
862,wickmbo01,1969,2006,5000000,1,CLE,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,wickmbo01,1969,2006,5000000,2,ATL,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,widgech01,1971,2006,650000,1,CHA,AL,27,76,6,14,3,0,1,7,0,0,9,20,1,2,0,0,0
865,widgech01,1971,2006,650000,2,BAL,AL,9,17,0,2,0,0,0,2,0,0,2,4,1,0,1,0,0
866,wiggity01,1977,2006,675000,1,TBA,AL,122,444,55,122,25,1,24,79,4,3,32,97,11,3,1,6,3
867,wilkebr01,1977,2006,3900000,1,TEX,AL,95,320,56,71,15,2,15,44,3,2,37,116,6,3,2,3,1
